artist_name,track_name,release_date,genre,lyrics
Otis Redding,Hard to Handle,1970,soul,"Baby, here I am, I'm the man on the scene I can give you what you want but you got to go home with me I've got some good old loving and I got some in store When I get through throwing it on you, you got to come back for more  Boys and things will come by the dozen That ain't nothing but drug store loving Pretty little thing, let me light your candle 'Cause mama, I'm sure hard to handle, now, yes I am  Action speaks louder than word and I'm a man with great experience I know you got you another man but I can love you better than him Take my hand, don't be afraid, I wanna prove every word I say I'm advertising love for free, so won't you place your ad with me?  Boys will come a dime by the dozen But that ain't nothing but ten cent love Pretty little thing, let me light your candle 'Cause mama, I'm sure hard to handle, now, yes I am  Baby, here I am, I'm the man on the scene I can give you what you want but you got to go home with me I've got some good old loving and I got some in store When I get through throwing it on you, you got to come back for more  Boys and things that come by the dozen But that ain't nothing but drug store love Pretty little thing, let me light your candle 'Cause mama, I'm sure hard to handle, now, yes I am  Give it to me, I gotta have it Give it to me, good old loving Some of your good loving"
Otis Redding,These Arms of Mine,1970,soul,"These arms of mine They are lonely Lonely and feeling blue These arms of mine They are yearning Yearning from wanting you  And if you Would let them hold you Oh, how grateful I will be  These arms of mine They are burning Burning from wanting you These arms of mine They are wanting Wanting to hold you  And if you Would let them hold you Oh, how grateful I will be  C'mon, c'mon baby Just be my little woman Just be my lover, oh I need me somebody Somebody to treat me right, oh I need your arms Loving arms to hold me tight And I-I-I need, I need your I need your tender lips To hold, hold me..."
Otis Redding,Respect,1970,soul,"What you want, honey, you got it And what you need, baby, you got it All I'm askin' is give me a little respect when I come home Ooh, yeah Hey, hey, hey Yeah, now Ooh, yeah  You can do me wrong, honey, if you wanna But only do me wrong, honey, while I'm gone All I'm askin' is give it, give it when I come home Ooh, yeah Hey, hey, hey Yeah, now  Hey, little girl, you're sweeter than honey And I wanna give you all of my money All I'm askin' is give it when I come home Yeah, now Hey, hey, hey Ooh, yeah, now  Hey, little girl, you're so sweeter than honey And I wanna give you all of my money But all I want you to do is give it, give it, give it when I come home Ooh, yeah Hey, hey, hey  Respect when I want it Respect when I need it Respect when I want it Respect when I need it Got to, got to have it We got to have it Got to, got to have it Give it to me when I want it Give it to me when I need it Give it to me with respect, ah Give it to me when I want it Got to, got to give it Got to, got to give it You got to give it You got to give it We got to give it"
Otis Redding,Cigarettes and Coffee,1970,soul,"It's early in the morning About a quarter 'til three I'm sitting here talking with my baby Over cigarettes and coffee, now And to tell you that Darling I've been so satisfied Honey, since I met you Baby, since I met you All the places that I've been around And all the good looking girls I've met They just don't seem to fit in Knowing it's particularly sad, yeah But it seems so natural, darling That you and I are here Just talking over cigarettes and drinking coffee And oh, my heart cries out Love at last I've found you, oh now And honey won't you let me Just build my whole life around you And while how complete, how complete my whole life would be, yeah If you would take things under consideration And walk down this aisle with me And I would love it, yeah People, I say it's so early in the morning Ooh, it's a quarter 'til three We're sitting here talking Over cigarettes and drinking coffee, now, lord And I'd like to show you, well I've known nothing but good old joy Since I met you, darling Honey, since I've met you, baby, yeah I would love to have another drink of coffee, now And please, darling, help me smoke just one more cigarette, now I don't want no cream and sugar 'Cause I've got you now, darling But just let me enjoy, help me to enjoy This good time that we'll have, baby It's so early, so early in the morning So early, so early in the morning And I've got you And you've got me And we'll have each other And we don't, we don't want nothing but joy, y'all Nothing but joy"
Otis Redding,For Your Precious Love,1970,soul,"Your precious love means more to me Than any love, than any love could ever be For when I wanted you, I was so lonely and so blue That's what love, that's what love really made me do And darling, oh they keep saying That our love won't grow, now But honey, I wanna tell them And I just wanna show them How in the world do they know that? If only all, all night long For as long as you've been in love with me now I know our love will grow wider and so deeper Than any, any ever seen Of all the things I want now In this whole wide world is just For you to say, for you to say That you will be my, my girl now And I promise I won't leave you I just keep wanting you all night, all night I'm wanting you, nobody but you now, nobody but you now Ooh, I wanna tell you just one more time For your precious love, now, oh my It means everything in the world to me Everything in the world to me And I'm just so wilding Just to have you right home with me"
Otis Redding,Pain in My Heart,1970,soul,"Pain in my heart It's treating me cold Where can my baby be? Lord, no one knows Pain in my heart Just won't let me sleep Where can my baby be? Lord, where can she be?  Another day has began to get tough Said I want you to come back, come back, come back, baby I had enough, oh  A little pain in my heart Just won't let me be Wake up restless nights Lord, and I can't even sleep  Mhm, yeah Stop this little pain in my heart  Another day has began to get rough Said I want you to love me, love me, love me, baby 'Til I get enough, oh  Pain in my heart Little pain in my heart Stop this little pain in my heart Stop this little pain in my heart Someone stop this pain Someone stop this pain, oh"
Otis Redding,That’s How Strong My Love Is,1970,soul,"If I was the sun way up there I'd go with love most everywhere I'll be the moon when the sun goes down Just to let you know that I'm still around  That's how strong my love is, whoa That's how strong my love is That's how strong my love is, baby baby That's how strong my love is  I'll be the weeping willow drowning in my tears And you can go swimming when you are here And I'll be the rainbow after the tears are gone Wrap you in my colors and keep you warm  That's how strong my love is, darling That's how strong my love is, baby That's how strong my love is, whoa That's how strong my love is  I'll be the ocean so deep and wide And catch all the tears whenever you cry, now I'll be the breeze after the storm is gone To dry your eyes and love you all over  That's how strong my love is, baby That's how strong my love is, now That's how strong my love is, darling That's how strong my love is, again now  That's how strong my love is, so deep and wide That's how strong my love is So much to love, yes so much to love, whoa There's so much love, there's so much love Anything the sun can do, I will do it for you Any kind of love you want, I'll be right there with you"
Otis Redding,Tramp,1970,soul,"Tramp What you call me? Tramp You didn't You don't wear continental clothes, or Stetson hats Well, I tell you one dog-gone thing It makes me feel good to know one thing I know I'm a lover Matter of opinion, baby That's all right, mama was, (So?) papa too (Hmm) And I'm the only child Lovin' is all I know to do  You know what, Otis? What? You're country That's all right You straight from the Georgia woods That's good You know what? You wear overalls And big old brogan shoes And you need a haircut, tramp  Haircut? Woman, you foolin', I'm a lover(Yeah) Mama was, grandmama, papa too (I'll make you) Boogaloo, all that stuff But I'm the only son of a gun, yeah On this side up, or something Tramp Alright, that's what you got With that old, ragged hat? That? You don't know how to trap  You know what, Otis? I don't care what you say, you're still a tramp What? That's right You haven't even got a fat bankroll in your pocket You probably haven't even got twenty-five cents I got six Cadillacs, five Lincolns, four Fords Six Mercuries, three T-Birds, Mustang Ooh, I'm a lover, mama was (Not really by me), my papa too (What?) I tell you one thing (Well, tell me) I'm the only son of a gun this side of the sun (Alright)  You're a tramp, Otis No I'm not I don't care what you say, you're still a tramp What's wrong with that?  Look here, you ain't got no money I got everything You can't buy me all those minks And sables and all that stuff I want I can buy you minks, rats, frogs, squirrels, rabbits Anything you want, woman  Look, you can go out in the Georgia woods and catch them, baby Oh, but you foolin' You're still a tramp (That's all right) You a tramp, Otis, you just a tramp (That's all right) You wear overalls You need a haircut, baby (Yeah) Cut off some of that hair off your head You think you a lover, huh?"
Otis Redding,I’ve Got Dreams to Remember,1970,soul,"I've got dreams, dreams to remember I've got dreams, dreams to remember  Honey, I saw you there last night Another man's arms holding you tight Nobody knows what I feel inside All I know, I walked away and cried  I've got dreams, dreams to remember Listen to me (I've got dreams) rough dreams (Dreams to remember)  I know you said he was just a friend But I saw him kiss you again and again These eyes of mine, they don't fool me Why did he hold you so tenderly?  I've got dreams, dreams to remember Listen, honey (I've got dreams) rough dreams (Dreams to remember)  I still want you to stay I still love you anyway I don't want you to ever leave Girl, you just satisfy me, ooh-wee  Ooh, ooh, ooh, yeah  I know you said he was just a friend But I saw you kiss him again and again These eyes of mine, they don't fool me Why did he hold you so tenderly?  I've got dreams, dreams to remember Listen to me, mama (I've got dreams) bad dreams Rough dreams (Dreams to remember) Don't make me suffer (I've got dreams) rough dreams (Dreams) Bad dreams (Dreams to remember)"
Otis Redding,Change Gonna Come,1970,soul,"I was born by a river, oh man In this little old tent Oh, just like this river I've been running ever since  It's been a long, long, long time coming But I know, but I know a change is gotta come now Ooh, yes it is On my, oh my, oh my, oh my  It's been too hard living, oh my And I'm afraid to die I don't know what's up there Beyond the clouds  It's been a long long, long time coming But I know, but I know a change is gotta come Oh, yes it is On my  There was a time I would go to my brother, oh my I asked my brother, ""Will you help me please?"" Oh now, oh now He turned me down and then I ask my dear mother, oh I said, ""Mother"" I said, ""Mother I'm down on my knees"" It's been a time that I thought Lord, this couldn't last for very long, oh now, oh But somehow I thought I was still able To try to carry on  It's been a long long, long time coming But I know a change is gonna come Oh, yes it is  Huh, just like I said, I went to my little bitty brother, oh my little brother I asked my brother, ""Brother help me please?"" Oh, now He turned me down and then I go to my little mother, my dear mother Oh now, I said, ""Mother"" I said, ""Mother I'm down on my knees"" But there was a time that I thought Lord, this couldn't last for very long, oh my, oh But somehow I thought I was still able To try to carry on  It's been a long, long, long time coming But I know, but I know a change is gotta come, ooh It's been so long, it's been so long, a little too long But a change has gotta come  I'm so tired, so tired of standing by myself And standing by myself and standing up alone But a change has gotta come You know and I know, you know that I know I know that you know, honey, that change is gonne come, oh my I got to feel good, I got to have a good time A change"
Otis Redding,I’ve Been Loving You Too Long,1970,soul,"I've been loving you too long to stop now You are tired and you want to be free My love is growing stronger as you become a habit to me Ooh, I've been loving you too long I don't wanna stop now, oh With you my life has been so wonderful I can't stop now You are tired and your love is growing cold My love is growing stronger as our affair, affair grows old I've been loving you, oh too long To stop now, oh, oh oh I've been loving you a little too long I don't wanna stop now, oh, oh Don't make me stop now Oh, baby I'm down on my knees Please, don't make me stop now I love you, I love you, I love you with all my heart And I can't stop now Please, please, please don't make me stop now Talkin' 'bout heart and soul That I love you I love you"
Otis Redding,My Girl,1970,soul,"I've got sunshine on a cloudy day And it's cold outside, I've got the month of May  Oh, I guess you'd say What can make, ooh, me feel this way? It's my girl Talkin' 'bout my girl  I've got so much loving, oh, the bees envy me I've got a sweeter song that I can sing, than the birds in the trees  Oh, I guess you will say Ooh, what can make me feel this way? It's my girl Talkin' 'bout my girl, ooh, hoo  Hey hey hey Hey hey hey Ooh, ooh, yeah  I don't need no money, all I need is my fame I've got all the riches, baby, one big man can claim  Oh, I guess you'd say Ooh, ""What can make you feel this way?"" My girl Talkin' 'bout my girl  Ooh, I've got sunshine on a cloudy day with my girl I've even got the month of May with my, my, my, my, my girl Talkin' 'bout, talkin' 'bout, talkin' 'bout, ooh, ooh, hoo-hoo, ooh-ooh-ooh-ooh Got to, got to have my girl"
Otis Redding,Stand By Me,1970,soul,"When the night has come And the land is dark And the moon Is the only, only light we see No, I won't be afraid No, no, no, no, no, no, no, I won't be afraid Just as long, just as long Just as long as you stand by me  Now darling, darling Whenever I'm in trouble Darling, won't you stand I need just a little helping hand right now, now And darling, darling Won't you stand by me  If the sky we look upon, now, now Should tumble and fall All of the mountains May crumble, may crumble to the sea I won't cry, I won't cry No, no, no, no, no, I won't shed no tears Just as long, just as long Just as long as you stand by me  Now darling, darling I said I need somebody right now I need just a little helping hand Need someone to come pick me up And let you stand by me Come on, come on now, baby, yeah My, my, my, my, my baby, whoa, whoa Come on, come on and stand, stand by me And darling, darling, stand by me Come on, pretty baby, stand there, stand, stand by me Come on and help me, baby I need a little love, come on and stand right be Whenever I'm in trouble, won't you stand Come on and stand by me My, my, my, my, my baby, come on I need a little bit of love I need someone to come on, darling, just stand by me"
Etta James,At Last,1970,soul,"At last My love has come along My lonely days are over And life is like a song Oh, yeah, yeah  At last The skies above are blue My heart was wrapped up in clover The night I looked at you  I found a dream that I could speak to A dream that I can call my own I found a thrill to press my cheek to A thrill that I've never known, oh, yeah, yeah  You smiled, you smiled Oh, and then the spell was cast And here we are in Heaven For you are mine at last"
Etta James,I’d Rather Go Blind,1970,soul,"Something told me it was over When I saw you and her talking Something deep down in my soul said, ""Cry, girl"" (Cry, cry) When I saw you and that girl, walking around, ooh  I would rather, I would rather go blind boy Than to see you walk away from me child, and all  So you see, I love you so much That I don't want to watch you leave me baby Most of all, I just don't, I just don't want to be free no I was just, I was just, I was just sitting here thinking Of your kiss and your warm embrace, yeah When the reflection in the glass that I held to my lips now baby Revealed the tears that was on my face, yeah  And baby, baby, I would rather, I would rather be blind boy Than to see you walk away, see you walk away from me, yeah Baby, baby, baby, I'd rather be blind now"
Etta James,A Sunday Kind of Love,1970,soul,"I want a Sunday kind of love A love to last past Saturday night And I'd like to know it's more than love at first sight And I want a Sunday kind of love, oh yeah, yeah  I want a, a, a love that's on the square Can't seem to find somebody, someone to care And I'm on a lonely road that leads to nowhere I need a Sunday kind of love  I do my Sunday dreaming, oh yeah, and all my Sunday scheming Every minute, every hour, every day Oh, I'm hoping to discover a certain kind of lover Who will show me the way  And my arms need someone, someone to enfold To keep me warm when Mondays and Tuesdays grow cold Love for all my life, to have and to hold Oh, and I want a Sunday kind of love, oh yeah, yeah, yeah  I don't want a Monday, Tuesday or Wednesday or Thursday Friday or Saturday, oh, nothing but Sunday, oh yeah, yeah I want a Sunday, Sunday, I want a Sunday kind of love Oh yeah, Sunday, Sunday, Sunday kind of love"
Etta James,Something’s Got a Hold On Me,1970,soul,"Oh-oh, sometimes I get a good feeling, yeah (Yeah) I get a feeling that I never, never, never Never had before, no, no (Yeah) I just wanna tell you right now that I (Ooh) I believe, I really do believe that  Something’s got a hold on me, yeah (Oh, it must be love) Oh, something’s got a hold on me right now, child (Oh, it must be love) Let me tell you now  I got a feeling, I feel so strange Everything about me seems to have changed Step by step, I got a brand new walk I even sound sweeter when I talk  I said, oh (oh), oh (oh), oh (oh), oh (oh) Hey, oh, oh, it must be love (You know it must be love) Let me tell you now  Something’s got a hold on me, yeah (Oh, it must be love) Oh, something’s got a hold on me right now, child (Oh, it must be love) Let me tell you now  I never felt like this before Something’s got a hold on me that won’t let go I believe I’d die if I only could I feel strange, but it sure feels good  I said, oh (oh), oh (oh), oh (oh) Hey hey, oh, it must be love (You know it must be love) Let me tell you now  My heart feels heavy, my feet feel light I shake all over, but I feel alright I never felt like this before Something’s got a hold on me that won’t let go I never thought it could happen to me Got me heavy without the misery I never thought it could be this way Love’s sure gonna put a hurting on me  I said, oh (oh), oh (oh), oh (oh), oh (oh) Hey hey, yeah, it must be love  (You know it must be love) You know he walks like love (You know he walks like love) You know he talks like love (You know he talks like love) Makes me feel alright (Makes me feel alright) In the middle of the night (In the middle of the night) La, la, la, la (La, la, la, la) La, la, la, la (La, la, la, la)"
Etta James,Stormy Weather,1970,soul,"Don't know why There's no sun up in the sky Stormy weather Since my man and I ain't together Keeps raining all of the time Oh yeah Life is bare Gloom and misery everywhere Stormy weather, stormy weather And I just can't get my poor self together Oh I'm weary all of the time The time, so weary all of the time When he went away The blues walked in and met me Oh yeah if he stays away Old rocking chair's gonna get me All I do is pray The Lord will let me Walk in the sun once more Oh I can't go on, can't go on, can't go on Everything I have is gone Stormy weather, stormy weather Since my man and I, me and my daddy ain't together Keeps raining all of the time Oh, oh, keeps raining all of the time Oh yeah, yeah, yeah raining all of the time Stormy stormy Stormy weather Yeah"
Etta James,I Just Want to Make Love to You,1970,soul,"I don't want you to be no slave I don't want you to work all day But I want you to be true And I just wanna make love to you  Love to you, ooh Love to you  All I want to do is wash your clothes I don't want to keep you indoors There is nothing for you to do But keep me making love to you  Love to you, ooh Love to you  And I can tell by the way you walk that walk And I can hear by the way you talk that talk And I can know by the way you treat your girl That I could give you all the lovin' in the whole wide world  All I want you to do is bake your bread Just to make sure that you're well-fed I don't want you sad and blue And I just wanna make love to you  Love to you, ooh Love to you, ooh  And I can tell by the way you walk that walk And I can hear by the way you talk that talk And I can know by the way you treat your girl That I could give you all the lovin' in the whole wide world  Oh, all I wanna do, all I wanna do is cook your bread Just to make sure that you're well-fed I don't want you sad and blue And I just wanna make love to you  Love to you, ooh Real love to you, ooh Love to you, ooh…"
Etta James,All I Could Do Was Cry,1970,soul,"I heard church bells ringing I heard a choir singing I saw my love walk down the aisle On her finger, he placed a ring  Oh, I saw them holding hands She was standing there with my man I heard them promise, ""'Til death do us part"" Each word was a pain in my heart  All I could do, all I could do was cry (Cry, cry, cry) All I could do was cry (Cry, cry, cry) I was losing the man that I love And all I could do was cry (Cry, cry, cry)  And now, the wedding's over Rice, rice has been thrown over their heads For them, life has just begun But mine is at an end  All, all I could do, all I could do was cry (Cry, cry, cry) All I could do was cry (Cry, cry, cry) I was losing the man that I love And all I could do was cry (Cry, cry, cry)"
Etta James,Trust In Me,1970,soul,"Trust in me in all you do Have the faith I have in you Love will see us through  If only you trust in me Why don't you, you trust me?  Come to me when things go wrong Cling to me, daddy, woah, yeah, and I'll be strong We can get along, we can get along  Oh, if only you trust in me  While there's a moon, a moon up high While there are birds, birds to fly While there is you, a you and I I can be sure that I love you  Oh, stand beside me, stand beside me all the while Come on, daddy, face the future, why don't you smile? Trust in me and I'll  Be worthy of you Oh, yeah, yeah  Why don't you, you trust in me in all you do And have the faith I, I have in you? Oh, and love will see us through  If only you trust in me Yeah, yeah, yeah  Why don't you, you come to me when things go wrong? Cling to me and, woah, and I'll be strong We can get along, we can get along  Oh, if only you trust in me Yeah, yeah…"
Etta James,Damn Your Eyes,1970,soul,"I can do what I want I'm in complete control That's what I tell myself I got a mind of my own I'll be alright alone Don't need anybody else I gave myself a good talking to No more being a fool for you But I see you and all I remember Is how you make me wanna surrender  Damn your eyes For taking my breath away Making me wanna stay Damn your eyes For getting my hopes up high Making me fall in love again Damn your eyes  It's always the same You say that you'll change Somehow you never do I believe all your lies I look in your eyes You make it all seem true I guess I see what I wanna see Or is it my heart just deceiving me? 'Cause with that look I know so well I fall completely under your spell  Damn your eyes For taking my breath away For making me wanna stay Damn your eyes For getting my hopes up high For making me fall in love again Damn your eyes   You keep deliberately deceiving me Making me see what I wanna see  Damn your eyes For taking my breath away, hey Making me wanna stay Damn your eyes For getting my hopes up high For making me fall in love again Damn your eyes  Damn your eyes For taking my breath away Damn, damn your eyes For getting my hopes up high For making me fall in love, fall in love again Damn, damn your eyes"
Etta James,"Swing Low, Sweet Chariot",1970,soul,"Swing low (Swing low), sweet chariot Coming for to carry me home Swing low, sweet chariot Coming for to carry me home  I looked over Jordan, and what did I see Coming for to carry me home A band of angels coming after me Coming for to carry me home  Swing low (Swing low), sweet chariot Coming for to carry me home Swing low, sweet chariot Coming for to carry me home  If you can get there before I do Coming for to carry me home Tell all my friends I'ma coming, too Coming for to carry me home  Swing low (Swing low), sweet chariot Coming for to carry me home Swing low (Swing low), sweet chariot Coming for to carry me home  Only upward Heavenly way Coming for to carry me home Since Jesus washed my sins away Coming for to carry me home  Swing low (Swing low), sweet chariot Coming for to carry me home Swing low (Swing low), sweet chariot Coming for to carry me home Oh, swing low (Swing low), sweet chariot Coming for to carry me home, home Swing low (Swing low), sweet chariot Coming for to carry me home  Oh, I'm coming, coming for to carry me (Swing low, sweet chariot) Oh yeah, swing (Coming for to carry me home) Swing low (Swing low), sweet chariot Coming for to carry me home, home (Coming for to carry me home) Oh, I'm coming home"
Etta James,The Blues Is My Business,1970,soul,"I got a heart full of trouble, a house full of sin Things are bad as they ever been If trouble were money I'd have more money than any man should  I'm open for business in your neighborhood The blues is my business, and business is good  If I had a dollar for every broken heart I'd be drinkin' fine wine and eatin' caviar If trouble were money I'd have more money than any man should, yeah  I'm open for business in your neighborhood The blues is my business, and business is good, yes  Business, and business is good The blues is my business, and business is good The blues is my business, the blues is my business I'm open for business in your neighborhood The blues is my business, and business is good  Alright Oh, alright, yeah Hey, hey, hey, hey   It's a world full of trouble, a world full of pain I'll take the profit, I won't take no blame If trouble were money I'd have more money than any man should  I'm open for business in your neighborhood The blues is my business, and business is good  The blues is my business, and business is good The blues is my business, and business is good The blues is my business, the blues is my business  I'm open for business in your neighborhood The blues is my business, and business is good  The blues is my business, the blues is my business The blues is my business The blues is my business and business is good I'm open for business in your neighborhood The blues is my business, and business is good The blues is my business The blues is my business and business is good Yeah"
Etta James,My Dearest Darling,1970,soul,"All I need Is someone like you My dearest darling Please love me too Within my heart I pray your answer's yes I'll make your life Full of happiness  Whenever you need me I'll be there by your side I pledge my love to you With God as our guide  Oh, nothing, nothing, nothing in this world Can keep us apart Ooh, my dearest darling I offer you my heart  Oh, yeah, whenever you need me I, I'll be there by your side Oh, I pledge my love to you With God as our guide  Oh, nothing, nothing, nothing in this world Can keep us apart Ooh, my dearest darling I'm offering you my heart Ooh, my dearest darling My, my dearest darling…"
Etta James,Just a Little Bit,1970,soul,"I don't want much, I just want a little bit No, no, no I don't want it all baby I just want a little bit, oh yeah Just a eeny weeny bit Just a teeny weeny bit of your love Turn your lights down low And honey slip me a kiss, right now Turn your lights down low baby Turn it all down, ooh I just can't resist, oh no Just a eeny weeny bit Just a teeny weeny bit of your love Oh, please right now, oh All I want is a little bit honey Please, please baby just gimme a little bit I don't want it all, oh no no Just a teeny weeny bit now I want you forever not just for peace of mind Please, please say you never leave me baby Not till the end of time Oh gimme, gimme, gimme, gimme Just a eeny weeny bit Just a teeny weeny bit of your love And oh gimme a teeny weeny bit of your love baby I don't want it all no no Oh I just want a little bit I just want a little bit of your love Gimme a teeny weeny bit, a little taste A little bit of taste of your love"
Etta James,Tough Lover,1970,soul,"Well I've got a lover that moves me so He show an old kind of rock n' roll 'Cause he's a tough lover (yeah, yeah) He's a tough lover (woo) Tough Lover (yeah, yeah) Tough Lover (hum, hum) When he kisses me I get a thrill But when he does that wiggle I can't keep still 'Cause he's a tough lover (yeah, yeah) He's a tough lover (woo) Tough Lover (yeah, yeah) Tough Lover (hum, hum) The seven sisters got nothin' on him I'm talkin' about love and he's fast as the wind People are all talkin' about how he's got me fixed It ain't hoodoo it's just that twist He's the greatest lover ever come to pass Don Juan ain't got the half of a chance He can make you laugh He can make you cry He's so tough he'll make Venus come alive He can do anything that he wants to do Step on Jesse James's blue suede shoes 'Cause he's a tough lover (yeah, yeah) He's a tough lover (woo) Tough Lover (yeah, yeah) Tough Lover (hum, hum) The seven sisters got nothin' on him I'm talkin' about love and he's fast as the wind People are all talkin' about how he's got me fixed It ain't hoodoo it's just that twist He's the greatest lover ever come to pass Don Juan ain't got the half of a chance He can make you laugh He can make you cry He's so tough he'll make venus come alive He can do anything that he wants to do Step on Jesse James's blue suede shoes 'Cause he's a tough lover (yeah, yeah) He's a tough lover (woo) Tough Lover (yeah, yeah) Tough Lover (hum, hum) You've got a lover That you wanna love right Just (pops? i don't know this one) him on the head Once or twice He'll be a tough lover (yeah, yeah) He'll be a tough lover (woo) Tough lover (yeah, yeah) Tough lover (hu, hu!)"
Etta James,Tell Mama,1970,soul,You thought you had found a good girl One to love you And give you the world Now you find that You been misused Talk to me I'll do what you choose I want you to  Tell Mama All about it Tell Mama What you need Tell Mama What you want and I'll make everything all right  That girl you had Didn't have no sense She wasn't worth All the time you spent She had another man Throw you outdoors Now the same man Is wearing your clothes I want you to  Tell Mama All about it  She would embarrass you anywhere She let everybody Know she didn't care Give me a chance I've been begging you I just wanna take care of you  I want you to Tell Mama All about it Tell Mama What you need Tell Mama What you want Tell Mama What you want right now Tell me Tell your Mam...  Tell your Mama What you got to have
Al Green,Let’s Stay Together,1970,soul,"Let's stay together  I, I'm so in love with you Whatever you want to do is all right with me 'Cause you make me feel so brand new And I want to spend my life with you  Let me say that since, baby, since we've been together Ooh, loving you forever is what I need Let me be the one you come running to I'll never be untrue  Ooh, baby, let's, let's stay together Lovin' you whether Whether times are good or bad, happy or sad Ooh-ooh, ooh, whoo-ooh-hoo, yeah Whether times are good or bad, happy or sad  Why somebody, why people break up Oh, turn around and make up, I just can't see You'd never do that to me, would you baby? Just being around you is all I see, it's what I want to do  Let's, we ought to stay together (Together) Lovin' you whether Whether times are good or bad, happy or sad  C'mon, let's, woo, (Let's stay together) let's stay together I'll keep on lovin' you whether Whether times are, oh times are good or times are bad"
Al Green,How Can You Mend a Broken Heart?,1970,soul,"I can think of younger days when living for my life Was everything a man could want to do  I could never see tomorrow I was never told about the sorrow  And how can you mend a broken heart? How can you stop the rain from falling down? Tell me, how can you stop that old sun from shining? What makes the world go 'round? And how can you mend this broken man? Yeah How can a loser ever win? Somebody please help me mend my broken heart And let me live again, la-la, la-la, la  I can still feel the breeze that rustles through the trees And misty memories of days gone by  But we could never see tomorrow Would you believe that no one, no one ever told us about the sorrow?  So how can you mend a broken heart? And mine is How can you stop the rain from falling down? Baby How can you stop that old sun from shining? What makes the world go 'round? And sometime I have to say, yeah, say La-la-la, la-la-la, uh-huh, yeah La-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la, tell me Help me mend my, my broken heart I just wanna, I just wanna, I just wanna, I just wanna, I just wanna live again, baby How can you mend, oh yeah, this broken man? Yeah, somebody tell me How can a loser ever win? (Baby) 'Cause, baby Help me mend my, this old broken heart I think I, I know I, I believe I, I feel I I feel like I got to, I feel like I wanna live again How can you mend this broken heart? Somebody please tell me How can you stop the rain from falling down? I know my clothes are all wet, tell me How can you mend my, please help me mend my broken heart I think I, I believe I, I've got a feeling that I want to live and live and live  La-la-la-la-la-la-la-la-la-la-la-la-la-la La-la-la La, yeah"
Al Green,Love and Happiness,1970,soul,"Love and happiness Yeah Something that can make you do wrong—make you do right Yeah, hmmm-mmm Love  Love and happiness But wait a minute, something's going wrong Someone's on the phone Three o'clock in the morning, yeah Talkin' about how she can make it right, yeah Well, happiness is when You really feel good about somebody There's nothing wrong Being in love with someone Yeah  Oh, baby Love and happiness (Love and happiness) yeah Love and happiness (Love and happiness), ohh ohh   Have to say Love and happiness (Love and happiness), yeah Love and happiness (Love and happiness)  You be good to me I'll be good to you We'll be together, yeah We'll see each other Walk away with victory, yeah Yeah  Oh, baby Love and happiness (Love and happiness), oh Love and happiness (Love and happiness), oh Heh-heh-heh  Make you do right, yeah Love'll make you do wrong, yeah Make you come home early, ohh Make you stay out all night long The power of love Wait a minute Let me tell you about the power The power of love, yeah yeah yeah Power Power Make you do right, yeah Love'll make you do wrong, huh, yeah Lady  (Love and happiness) Lady (Love and happiness) See love (Love and happiness) (Love and happiness)  Make you want to dance Love and happiness, eh-heh Love is, wait a minute Love is, heh-heh Walkin' together, heh-heh Talkin' together Say it again Say it together, girl Say it in a moan, see Hmm Moan for love, say Hmm A moan for love, say Hmm A moan for love"
Al Green,Tired of Being Alone,1970,soul,"Sweet baby  I'm so tired of being alone I'm so tired of on-my-own Won't you help me girl Just as soon as you can?  People say that I've found a way To make you say that you love me Hey baby, you didn't go for that It's a natural fact That I wanna come back Show me where it's at, baby  I'm so tired of being alone I'm so tired of on-my-own Won't you help me girl Soon as you can?  I guess you know that I, uh, I love you so Even though you don't want me no more Hey hey hey hey, I'm cryin' tears All through the years I'll tell ya like it is Honey, love me if you will  Yeah baby Tired of being alone here by myself, now I tell ya, I'm tired baby I'm tired of being all wrapped up late at night In my dreams, nobody but you, baby Sometimes I wonder (Oooooh) If you love me like you say you do You see baby, I been thinkin' about it, yeah I been, I been wantin' to get next to you baby Ya see, sometimes I fold my arms, I say mmmm hmmm hmmm (Oooh) Yeah baby Meeting you has proven to me To be my greatest dream, yeah  Tired, baby Yeah, you don't know what I'm talkin' about Sometimes late at night, I get to wonderin' about you baby Oh, baby, baby I'm so tired of being alone I'm so tired of being alone I'm so tired of being alone…"
Al Green,Take Me to the River,1970,soul,"I'd like to dedicate this song to little Junior Parker A cousin of mine who's gone on, but we'd like to kinda carry on in his name I sing  I don't know why I love you like I do After all these changes that you put me through You stole my money and my cigarettes And I haven't seen hide nor hair of you yet  I wanna know, won't you tell me Am I in love to stay?  Take me to the river and wash me down Won't you cleanse my soul? Put my feet on the ground  I don't know why she treated me so bad Look at all the things that we could have had Love is a notion that I can't forget My sweet sixteen I will never regret  I wanna know, won't you tell me Am I in love to stay?   Hold me, love me, please me, tease me Till I can't, till I can't, can't take no more  Take me to the river  I don't know why I love you like I do After all the things that you put me through The sixteen candles are burning on my wall Turning me into the biggest fool of them all  I wanna know, can't you tell me Am I in love to stay?  I wanna know Take me to the river I wanna know Want you to dip me in the water I wanna know Won't you wash me in the water? Wash me in the water Wash me in the water Won't you wash me in the water? Feeling good"
